"Dataset:","LGBTI","","","","","",""
"Austria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Other ","18",""
"Austria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Dont Know ","10",""
"Belgium","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","My home ","6",""
"Belgium","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Around my family ","21",""
"Belgium","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","School ","15",""
"Belgium","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Workplace ","24",""
"Belgium","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club","37",""
"Belgium","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Public transport ","62",""
"Belgium","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","In the street, a square, park, car park or other public place","71",""
"Belgium","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","In a healthcare setting (hospital or other medical service)","17",""
"Belgium","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Public premises or buildings","41",""
"Belgium","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Other ","14",""
"Belgium","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Dont Know ","8",""
"Bulgaria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","My home ","27",""
"Bulgaria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Around my family ","46",""
"Bulgaria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","School ","40",""
"Bulgaria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Workplace ","47",""
"Bulgaria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club","53",""
"Bulgaria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Public transport ","60",""
"Bulgaria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","In the street, a square, park, car park or other public place","61",""
"Bulgaria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","In a healthcare setting (hospital or other medical service)","42",""
"Bulgaria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Public premises or buildings","55",""
"Bulgaria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Other ","10",""
"Bulgaria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Dont Know ","7",""
"Cyprus","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","My home ","31",""
"Cyprus","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Around my family ","55",""
"Cyprus","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","School ","41",""
"Cyprus","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Workplace ","57",""
"Cyprus","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club","59",""
"Cyprus","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Public transport ","51",""
"Cyprus","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","In the street, a square, park, car park or other public place","61",""
"Cyprus","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","In a healthcare setting (hospital or other medical service)","41",""
"Cyprus","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Public premises or buildings","63",""
"Cyprus","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Other ","11",""
"Cyprus","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Dont Know ","7",""
"Czechia","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","My home ","8",""
"Czechia","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Around my family ","29",""
"Czechia","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","School ","19",""
"Czechia","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Workplace ","28",""
"Czechia","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club","34",""
"Czechia","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Public transport ","42",""
"Czechia","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","In the street, a square, park, car park or other public place","46",""
"Czechia","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","In a healthcare setting (hospital or other medical service)","26",""
"Czechia","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Public premises or buildings","36",""
"Czechia","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Other ","11",""
"Czechia","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Dont Know ","13",""
"Germany","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","My home ","8",""
"Germany","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Around my family ","22",""
